Timestamp,NCPR,LYXN,TRNQ,EMUX,KRYA,FMSG,NCSA,GIRN,MDRN,BELL
2026-01-27 14:10,82.68,147.34,33.61,212.79,59.06,16.83,95.15,41.36,123.37,27.87
2026-01-27 14:20,82.8,147.07,33.56,212.99,58.89,16.88,95.11,41.32,123.5,27.92
2026-01-27 14:30,82.74,147.35,33.45,213.23,58.98,16.86,95.17,41.18,123.68,27.91
2026-01-27 14:40,82.66,147.6,33.37,212.69,58.76,16.9,94.94,41.38,123.29,28.08
2026-01-27 14:50,82.7,147.58,33.32,212.85,58.76,16.98,94.97,41.4,123.23,28.08
2026-01-27 15:00,82.76,147.18,33.18,213.14,58.79,16.97,94.98,41.44,123.13,28.0
2026-01-27 15:10,82.79,146.96,33.22,212.49,58.93,17.0,95.03,41.56,123.44,28.11
2026-01-27 15:20,82.49,146.66,33.16,212.5,59.01,16.95,95.06,41.47,123.33,27.97
2026-01-27 15:30,82.34,146.35,33.06,212.91,58.88,17.13,95.16,41.5,123.18,28.04
2026-01-27 15:40,82.25,146.38,33.33,212.88,59.05,17.09,95.15,41.7,123.07,28.22
2026-01-27 15:50,82.37,146.26,33.4,213.25,59.14,16.98,95.03,41.67,123.06,28.29
2026-01-27 16:00,82.41,145.95,33.45,213.49,59.22,17.05,95.18,41.73,123.05,28.12
2026-01-28 09:30,82.48,146.0,33.48,213.01,59.07,17.13,95.18,41.81,123.06,28.13
2026-01-28 09:40,82.64,145.88,33.49,212.83,59.01,17.11,95.22,41.76,123.29,28.04
2026-01-28 09:50,82.61,145.79,33.65,212.91,59.16,17.01,95.27,41.86,123.31,28.15
2026-01-28 10:00,82.53,146.12,33.9,212.78,59.1,17.11,95.56,41.8,123.24,28.13
2026-01-28 10:10,82.31,145.91,33.79,212.49,59.1,17.13,95.85,41.69,123.42,28.11
2026-01-28 10:20,82.31,146.07,33.67,212.64,59.13,17.16,95.9,41.97,123.31,28.06
2026-01-28 10:30,82.21,145.94,33.61,213.1,59.33,17.12,95.76,42.03,123.21,28.12
2026-01-28 10:40,82.25,145.6,33.78,213.79,59.25,17.1,95.81,42.07,123.34,28.33
2026-01-28 10:50,82.22,145.41,33.63,213.51,59.25,17.22,95.72,42.1,123.34,28.45
2026-01-28 11:00,82.64,145.29,33.58,213.92,59.35,17.35,95.83,42.06,123.45,28.57
2026-01-28 11:10,82.78,145.42,33.7,214.37,59.55,17.4,95.81,42.08,123.68,28.49
2026-01-28 11:20,82.85,145.33,33.7,214.87,59.58,17.4,95.56,42.17,123.8,28.71
2026-01-28 11:30,82.8,145.38,33.73,215.49,59.57,17.42,95.68,42.19,123.72,28.74
2026-01-28 11:40,82.98,145.15,33.75,215.22,59.74,17.32,95.58,42.24,124.02,28.73
2026-01-28 11:50,82.9,145.59,33.6,214.37,59.81,17.29,95.4,42.32,124.06,28.68
2026-01-28 12:00,82.69,145.8,33.67,214.34,60.08,17.21,95.12,42.25,124.06,28.71
2026-01-28 12:10,82.65,145.89,33.54,214.9,60.07,17.29,95.19,42.3,124.17,28.76
2026-01-28 12:20,82.76,146.2,33.56,215.18,60.06,17.39,95.07,42.51,124.17,28.61
2026-01-28 12:30,82.79,146.05,33.65,214.93,60.0,17.26,94.99,42.23,123.87,28.69
2026-01-28 12:40,82.92,146.15,33.55,214.91,60.01,17.19,95.27,42.34,123.84,28.7
2026-01-28 12:50,82.96,145.68,33.53,214.65,59.86,17.17,95.6,42.41,123.73,28.76
2026-01-28 13:00,83.2,145.9,33.54,214.41,59.97,17.2,95.76,42.49,123.93,28.71
2026-01-28 13:10,83.42,145.95,33.76,214.15,60.22,17.21,95.65,42.44,123.88,28.75
2026-01-28 13:20,83.51,145.82,33.76,214.98,60.48,17.24,95.66,42.45,123.99,28.65
2026-01-28 13:30,83.47,145.43,33.81,215.23,60.41,17.35,95.44,42.29,124.04,28.76
2026-01-28 13:40,83.76,145.33,33.93,215.22,60.39,17.42,95.56,42.11,124.32,28.91
2026-01-28 13:50,83.66,145.43,33.98,215.33,60.31,17.37,95.56,42.25,124.42,28.87
2026-01-28 14:00,83.79,144.77,34.11,214.66,60.26,17.29,95.33,42.38,124.34,28.91
2026-01-28 14:10,83.79,144.88,34.12,214.17,60.41,17.26,95.05,42.34,124.62,29.0
2026-01-28 14:20,83.73,144.81,34.09,214.97,60.47,17.29,95.24,42.37,124.58,28.98
2026-01-28 14:30,83.72,144.8,34.17,214.99,60.58,17.29,95.26,42.14,124.75,29.02
2026-01-28 14:40,83.9,144.13,34.4,214.94,60.74,17.22,95.38,42.02,124.64,29.23
2026-01-28 14:50,83.87,144.19,34.5,215.14,60.77,17.25,95.82,42.02,124.68,29.34
2026-01-28 15:00,84.06,144.47,34.58,214.7,61.01,17.17,95.87,41.94,124.67,29.38
2026-01-28 15:10,84.12,144.57,34.76,214.88,60.98,17.24,96.09,41.8,124.79,29.45
2026-01-28 15:20,84.07,144.89,34.74,214.94,60.96,17.24,95.9,41.64,125.09,29.37
2026-01-28 15:30,83.91,144.4,34.68,214.43,61.2,17.31,95.78,41.9,125.28,29.34
2026-01-28 15:40,83.49,144.93,34.52,213.8,61.36,17.48,96.03,41.97,125.4,29.43
2026-01-28 15:50,83.62,145.0,34.54,213.78,61.25,17.46,95.73,41.96,125.21,29.31
2026-01-28 16:00,83.66,145.33,34.64,213.18,61.11,17.53,95.55,41.94,125.32,29.22
2026-01-29 09:30,83.68,145.02,34.58,213.3,60.88,17.56,95.55,42.0,125.37,29.36
2026-01-29 09:40,83.7,144.93,34.59,213.52,60.89,17.57,95.43,41.93,125.11,29.55
2026-01-29 09:50,83.5,144.77,34.52,213.86,60.85,17.66,95.31,41.96,124.95,29.78
2026-01-29 10:00,83.31,144.85,34.59,214.03,60.82,17.65,95.32,41.95,125.14,30.02
2026-01-29 10:10,83.22,144.53,34.58,215.03,60.71,17.77,95.63,41.89,125.25,30.2
2026-01-29 10:20,83.16,144.49,34.52,214.64,60.62,17.68,95.64,41.81,125.3,30.03
2026-01-29 10:30,83.22,144.69,34.3,214.79,60.8,17.6,95.95,41.86,125.17,30.03
2026-01-29 10:40,83.32,144.71,34.37,214.44,60.83,17.5,95.93,41.76,125.03,30.17
2026-01-29 10:50,83.5,144.85,34.25,214.32,61.01,17.51,96.36,41.8,125.07,30.14
2026-01-29 11:00,83.53,144.82,34.33,214.69,60.9,17.42,96.03,41.86,124.87,29.91
2026-01-29 11:10,83.6,145.41,34.33,215.02,60.91,17.41,96.2,41.83,124.92,29.94
2026-01-29 11:20,83.49,145.64,34.32,214.73,61.0,17.35,96.21,41.84,125.13,30.0
2026-01-29 11:30,83.49,145.84,34.47,214.95,61.0,17.26,96.02,41.8,125.02,29.98
2026-01-29 11:40,83.5,145.96,34.47,215.14,61.02,17.13,95.85,41.79,124.8,30.05
2026-01-29 11:50,83.76,146.25,34.44,215.73,61.04,17.11,95.74,41.76,124.73,30.07
2026-01-29 12:00,83.79,146.26,34.5,216.19,61.18,17.01,95.28,41.87,124.48,30.05
2026-01-29 12:10,83.6,145.84,34.56,216.49,61.1,16.83,95.18,41.92,124.2,30.07
2026-01-29 12:20,83.6,145.98,34.57,216.12,61.28,16.82,95.18,41.81,124.12,29.98
2026-01-29 12:30,83.58,146.38,34.43,215.49,61.5,16.81,95.07,41.93,124.02,30.18
2026-01-29 12:40,83.7,146.27,34.67,215.26,61.61,16.83,95.3,42.11,124.03,30.1
2026-01-29 12:50,83.78,146.12,34.89,215.32,61.56,16.84,95.06,42.01,124.25,30.03
2026-01-29 13:00,83.61,146.25,35.03,215.6,61.72,16.8,94.81,42.18,124.2,30.01
2026-01-29 13:10,83.83,146.38,35.08,216.45,61.62,16.86,94.83,42.21,124.48,30.07
2026-01-29 13:20,83.93,146.64,35.04,216.12,61.47,16.73,95.2,42.09,124.45,30.04
2026-01-29 13:30,83.98,146.84,35.14,215.9,61.45,16.75,95.16,42.27,124.54,30.12
2026-01-29 13:40,84.1,147.12,35.17,215.4,61.51,16.71,95.07,42.34,124.78,30.13
2026-01-29 13:50,84.15,147.52,35.2,216.42,61.6,16.59,95.21,42.39,125.02,30.2
2026-01-29 14:00,84.14,147.24,35.17,216.09,61.52,16.63,95.51,42.44,124.8,30.25
2026-01-29 14:10,84.34,147.1,35.16,216.1,61.41,16.68,95.49,42.49,124.64,30.21
2026-01-29 14:20,84.47,147.01,35.36,215.95,61.44,16.74,95.24,42.29,124.36,30.35
2026-01-29 14:30,84.38,147.62,35.3,216.02,61.68,16.87,95.62,42.43,124.55,30.42
2026-01-29 14:40,84.51,147.49,35.21,216.03,61.65,16.85,95.75,42.54,124.57,30.58
2026-01-29 14:50,84.32,147.45,35.13,215.3,61.65,16.84,96.03,42.62,124.39,30.79
2026-01-29 15:00,84.54,147.59,35.11,214.94,61.59,16.91,96.38,42.8,124.3,30.67
2026-01-29 15:10,84.56,147.18,35.15,214.88,61.53,16.81,96.47,42.74,124.08,30.35
2026-01-29 15:20,84.56,147.6,35.34,214.71,61.44,16.84,96.29,42.78,124.23,30.49
2026-01-29 15:30,84.55,147.56,35.24,214.4,61.41,16.87,96.47,42.69,124.51,30.46
2026-01-29 15:40,84.55,147.39,34.97,214.74,61.53,16.85,96.48,42.75,124.22,30.41
2026-01-29 15:50,84.69,147.1,35.01,214.22,61.6,16.85,96.19,42.89,124.09,30.32
2026-01-29 16:00,84.73,147.37,34.89,214.25,61.67,16.9,96.23,42.85,123.94,30.34
2026-01-30 09:30,84.55,146.69,34.95,214.6,61.32,16.83,96.34,43.09,123.95,30.26
2026-01-30 09:40,84.52,147.01,34.88,214.3,61.25,16.77,96.37,43.28,124.01,30.24
2026-01-30 09:50,84.48,146.65,34.98,214.27,61.23,16.98,96.43,43.2,123.94,30.36
2026-01-30 10:00,84.5,146.32,35.08,214.02,61.51,17.06,96.35,43.35,123.95,30.46
2026-01-30 10:10,84.59,146.12,35.01,214.42,61.46,17.03,96.18,43.4,124.34,30.35
2026-01-30 10:20,84.6,146.46,35.01,214.6,61.31,17.06,96.15,43.52,124.56,30.63
2026-01-30 10:30,84.7,146.54,35.03,214.47,61.36,17.04,96.18,43.68,124.38,30.76
2026-01-30 10:40,84.93,146.52,34.8,214.24,61.56,17.04,96.0,43.62,124.54,30.82
2026-01-30 10:50,84.89,146.43,34.76,213.89,61.8,17.02,96.23,43.81,124.73,30.78
2026-01-30 11:00,84.96,146.43,34.66,214.01,61.63,17.11,96.15,43.83,124.79,30.75
2026-01-30 11:10,85.07,146.33,34.76,213.5,61.65,17.24,95.97,43.76,124.89,30.78
2026-01-30 11:20,85.13,146.44,34.83,213.93,61.72,17.23,96.1,43.98,124.87,30.67
2026-01-30 11:30,85.32,146.42,34.59,214.26,61.64,17.22,96.16,44.01,125.0,30.63
2026-01-30 11:40,85.41,146.36,34.68,214.5,61.51,17.3,96.07,44.11,125.08,30.83
2026-01-30 11:50,85.38,146.29,34.68,214.39,61.63,17.19,95.88,43.98,125.26,31.03
2026-01-30 12:00,85.37,146.25,34.69,214.84,61.49,17.2,96.06,44.05,125.3,31.14
2026-01-30 12:10,84.91,146.42,34.62,214.14,61.57,17.3,96.04,44.16,125.6,31.29
2026-01-30 12:20,85.19,146.59,34.63,213.53,61.54,17.24,96.44,44.15,125.63,31.36
2026-01-30 12:30,85.2,147.0,34.56,213.61,61.43,17.15,96.33,44.14,125.55,31.28
2026-01-30 12:40,84.97,146.98,34.4,213.9,61.45,17.06,96.28,44.06,125.62,31.43
2026-01-30 12:50,84.65,147.01,34.38,214.16,61.49,17.01,96.22,43.97,125.82,31.44
2026-01-30 13:00,84.98,147.0,34.31,213.59,61.22,16.9,96.28,44.03,125.53,31.54
2026-01-30 13:10,84.9,147.04,34.49,213.93,61.19,16.84,95.89,43.95,125.49,31.44
2026-01-30 13:20,84.88,147.06,34.47,213.69,61.22,16.87,95.69,44.12,125.48,31.44
2026-01-30 13:30,85.01,147.12,34.58,213.8,61.13,16.9,95.49,44.13,125.48,31.42
2026-01-30 13:40,84.99,146.68,34.52,213.84,61.16,16.83,95.72,44.03,125.66,31.47
2026-01-30 13:50,84.89,147.1,34.39,214.2,61.31,16.79,95.98,44.01,125.72,31.5
2026-01-30 14:00,84.87,147.3,34.48,213.53,61.5,16.68,96.17,44.14,125.52,31.46
2026-01-30 14:10,84.68,147.25,34.45,213.84,61.7,16.77,96.07,44.12,125.21,31.37
2026-01-30 14:20,84.85,147.64,34.31,213.61,61.7,16.79,95.93,44.18,125.12,31.37
2026-01-30 14:30,84.95,147.65,34.27,213.57,61.69,16.77,95.88,44.37,125.23,31.34
2026-01-30 14:40,85.07,147.57,34.4,213.72,61.68,16.8,95.6,44.24,125.01,31.36
2026-01-30 14:50,85.37,148.1,34.47,213.92,61.41,16.76,95.46,44.17,124.98,31.31
2026-01-30 15:00,85.04,148.28,34.36,214.01,61.72,16.7,95.01,44.13,125.19,31.54
2026-01-30 15:10,84.83,148.41,34.31,213.98,62.12,16.61,95.06,44.19,125.4,31.55
2026-01-30 15:20,84.89,148.32,34.34,213.85,62.22,16.58,95.13,44.19,125.61,31.55
2026-01-30 15:30,84.59,148.62,34.24,213.6,62.13,16.68,94.75,44.57,125.82,31.58
2026-01-30 15:40,84.59,148.69,34.3,213.85,62.22,16.68,94.71,44.56,125.78,31.71
2026-01-30 15:50,84.69,148.0,34.38,213.93,62.22,16.66,94.92,44.67,125.64,31.76
2026-01-30 16:00,84.53,147.68,34.31,214.27,62.36,16.69,95.05,44.74,125.52,31.81
2026-02-02 09:30,84.67,147.86,34.45,214.55,62.42,16.77,95.05,44.63,125.5,31.73
2026-02-02 09:40,84.56,147.83,34.36,214.43,62.14,16.78,95.06,44.54,125.63,31.84
2026-02-02 09:50,84.29,147.65,34.28,214.07,62.27,16.77,95.01,44.3,125.75,31.7
2026-02-02 10:00,84.31,147.72,34.43,213.57,61.82,16.79,95.34,44.45,125.79,31.65
2026-02-02 10:10,84.45,147.5,34.49,213.77,61.98,16.97,95.42,44.4,125.79,31.45
2026-02-02 10:20,84.33,147.41,34.43,213.84,61.86,17.05,95.42,44.4,125.73,31.47
2026-02-02 10:30,84.48,147.21,34.36,213.72,61.67,17.0,95.34,44.5,125.79,31.5
2026-02-02 10:40,84.63,147.18,34.41,213.69,61.71,16.96,94.9,44.49,126.06,31.6
2026-02-02 10:50,84.79,147.47,34.42,213.77,61.62,16.94,95.02,44.64,126.04,31.56
2026-02-02 11:00,84.8,147.62,34.26,212.89,61.54,16.86,94.93,44.62,125.95,31.72
2026-02-02 11:10,84.86,147.69,34.33,212.46,61.7,16.85,95.05,44.5,125.66,31.82
2026-02-02 11:20,84.92,147.49,34.24,212.89,61.53,16.96,94.89,44.58,125.61,31.89
2026-02-02 11:30,84.84,147.45,34.25,212.51,61.64,16.93,94.86,44.46,125.13,31.87
2026-02-02 11:40,85.25,147.64,34.25,212.41,61.65,16.97,94.65,44.6,125.27,31.96
2026-02-02 11:50,85.33,147.65,34.33,212.65,61.6,16.93,94.67,44.79,125.04,31.79
2026-02-02 12:00,85.36,147.67,34.35,212.74,61.57,17.03,94.38,44.69,125.02,31.61
2026-02-02 12:10,85.34,148.06,34.35,212.84,61.39,16.99,94.32,44.66,125.27,31.68
2026-02-02 12:20,85.15,148.13,34.41,213.28,61.63,16.93,94.18,44.51,125.22,31.73
2026-02-02 12:30,85.32,148.11,34.38,213.34,61.51,17.07,93.9,44.53,125.61,31.74
2026-02-02 12:40,85.29,148.03,34.36,213.87,61.18,17.18,93.65,44.5,125.53,31.81
2026-02-02 12:50,85.03,148.15,34.59,213.35,61.21,17.13,93.73,44.51,125.41,31.87
2026-02-02 13:00,85.34,148.11,34.67,212.86,61.08,17.17,93.99,44.56,125.36,31.87
2026-02-02 13:10,85.13,148.25,34.77,212.69,61.01,17.19,93.92,44.55,125.76,31.84
2026-02-02 13:20,85.07,148.1,34.86,212.62,60.92,17.28,94.18,44.48,125.41,31.96
2026-02-02 13:30,84.96,148.3,34.64,212.97,60.75,17.33,94.18,44.37,125.34,32.04
2026-02-02 13:40,84.98,148.44,34.86,212.37,60.99,17.34,94.03,44.21,125.31,32.15
2026-02-02 13:50,84.96,148.8,34.7,212.37,60.81,17.37,94.19,44.17,124.82,32.18
2026-02-02 14:00,85.04,148.9,34.84,211.97,60.91,17.45,93.87,44.21,124.73,32.17
2026-02-02 14:10,85.11,148.79,34.77,211.99,60.75,17.38,94.0,44.07,124.86,32.23
2026-02-02 14:20,84.82,148.63,34.9,211.62,60.69,17.41,94.14,44.05,124.75,32.4
2026-02-02 14:30,85.12,148.87,34.92,211.31,60.57,17.45,94.22,44.22,124.87,32.23
2026-02-02 14:40,85.3,148.64,34.88,211.41,60.87,17.67,94.33,44.2,124.98,32.33
2026-02-02 14:50,85.25,149.07,34.9,211.61,60.97,17.7,94.49,44.13,124.88,32.21
2026-02-02 15:00,85.33,149.26,34.96,212.25,60.97,17.75,94.29,44.08,125.01,32.31
2026-02-02 15:10,85.28,149.25,34.79,212.11,61.1,17.79,94.39,44.09,125.02,32.24
2026-02-02 15:20,85.41,149.35,34.85,211.92,60.79,17.87,94.31,43.99,125.15,32.19
2026-02-02 15:30,85.59,149.5,34.93,211.4,60.97,17.89,94.24,44.01,124.82,32.24
2026-02-02 15:40,85.42,149.19,34.76,211.83,60.88,18.0,94.15,43.81,124.62,32.39
2026-02-02 15:50,85.4,149.06,34.78,212.02,61.05,18.11,94.09,43.66,124.54,32.42
2026-02-02 16:00,85.24,148.84,34.82,212.01,61.06,18.05,94.05,43.55,124.71,32.55
2026-02-03 09:30,84.93,148.62,34.66,211.77,61.05,17.95,93.89,43.44,124.75,32.56
2026-02-03 09:40,84.81,148.67,34.6,211.67,61.3,18.05,93.66,43.54,124.91,32.43
2026-02-03 09:50,84.95,149.04,34.48,211.32,61.45,18.07,93.77,43.58,124.99,32.28
2026-02-03 10:00,85.13,149.32,34.46,211.31,61.23,18.11,93.87,43.58,125.2,32.24
2026-02-03 10:10,85.23,149.08,34.46,211.25,61.27,18.08,93.85,43.68,125.12,32.06
2026-02-03 10:20,85.54,149.41,34.32,211.51,61.2,18.1,93.91,43.65,124.98,31.98
2026-02-03 10:30,85.38,149.22,34.31,211.25,61.3,18.21,93.81,43.69,125.08,32.04
2026-02-03 10:40,85.4,149.4,34.37,210.78,61.43,18.28,93.68,43.69,125.21,32.02
2026-02-03 10:50,85.59,149.97,34.28,210.26,61.48,18.33,93.64,43.87,124.96,32.1
2026-02-03 11:00,85.49,150.39,34.51,209.97,61.4,18.4,93.57,43.87,124.97,31.88
2026-02-03 11:10,85.49,150.23,34.45,210.52,61.22,18.46,93.53,43.84,125.12,31.93
2026-02-03 11:20,85.59,150.46,34.42,210.3,61.07,18.4,94.06,43.99,124.87,31.78
2026-02-03 11:30,85.68,150.6,34.48,210.2,61.05,18.43,94.07,43.73,124.83,31.68
2026-02-03 11:40,85.71,151.32,34.53,210.09,61.19,18.46,94.15,43.8,125.22,31.56
2026-02-03 11:50,85.8,151.1,34.59,209.75,61.13,18.44,94.33,43.91,124.99,31.57
2026-02-03 12:00,85.68,150.8,34.57,209.63,61.49,18.48,94.09,43.85,125.19,31.81
2026-02-03 12:10,85.41,150.36,34.78,209.78,61.37,18.52,93.62,43.85,125.25,31.92
2026-02-03 12:20,85.24,150.38,34.68,209.89,61.24,18.49,93.45,43.93,125.42,31.89
2026-02-03 12:30,85.26,150.04,34.65,209.87,61.63,18.41,93.71,44.05,125.47,32.1
2026-02-03 12:40,85.32,150.13,34.65,210.34,61.8,18.36,93.48,44.03,125.33,32.09
2026-02-03 12:50,85.54,150.03,34.64,210.36,61.93,18.2,93.38,44.06,125.56,32.04
2026-02-03 13:00,85.22,150.18,34.58,209.92,61.84,18.19,93.27,43.8,125.73,32.19
2026-02-03 13:10,85.34,149.91,34.56,209.92,61.93,18.24,93.15,43.81,125.82,32.36
2026-02-03 13:20,85.46,150.11,34.57,210.46,61.99,18.18,93.4,43.9,125.74,32.31
2026-02-03 13:30,85.52,150.22,34.59,210.58,62.25,18.26,93.44,44.01,125.55,32.36
2026-02-03 13:40,85.83,150.17,34.5,210.33,62.09,18.2,93.37,43.85,125.55,32.47
2026-02-03 13:50,85.68,150.54,34.56,210.73,62.0,18.27,93.18,43.96,125.59,32.53
2026-02-03 14:00,85.48,150.33,34.63,210.37,62.07,18.17,93.34,43.81,125.7,32.61
2026-02-03 14:10,85.37,150.48,34.66,210.17,61.92,18.03,93.4,43.63,125.72,32.58
2026-02-03 14:20,85.49,150.41,34.63,210.46,61.98,18.05,93.49,43.45,125.87,32.66
2026-02-03 14:30,85.32,150.36,34.63,210.41,62.03,18.16,93.69,43.3,125.99,32.82
2026-02-03 14:40,85.39,150.62,34.85,210.8,62.07,18.23,93.72,43.31,125.93,33.01
